EmployeeID,FirstName,LastName,DisplayName,UPN,SamAccountName,Department,Title,EmployeeType,OU,Manager,Location,CostCenter,StartDate,ContractEndDate,Email,PhoneNumber,Company
EMP001,Elena,Vasquez,Elena Vasquez,elena.vasquez@yearwood.local,elena.vasquez,Research,Lab Director,Employee,OU=Research,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,,Zürich HQ,CC-RES,2019-03-01,,elena.vasquez@ssolabs.ch,+41 44 100 0001,SSO Labs
EMP002,Kai,Nakamura,Kai Nakamura,kai.nakamura@yearwood.local,kai.nakamura,Research,Senior Researcher,Employee,OU=Research,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,elena.vasquez,Zürich HQ,CC-RES,2020-06-15,,kai.nakamura@ssolabs.ch,+41 44 100 0002,SSO Labs
EMP003,Ingrid,Bergmann,Ingrid Bergmann,ingrid.bergmann@yearwood.local,ingrid.bergmann,Research,Senior Researcher,Employee,OU=Research,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,elena.vasquez,Zürich HQ,CC-RES,2020-09-01,,ingrid.bergmann@ssolabs.ch,+41 44 100 0003,SSO Labs
EMP004,Luca,Ferretti,Luca Ferretti,luca.ferretti@yearwood.local,luca.ferretti,Research,Research Scientist,Employee,OU=Research,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,elena.vasquez,Zürich HQ,CC-RES,2021-02-01,,luca.ferretti@ssolabs.ch,+41 44 100 0004,SSO Labs
EMP005,Amara,Diallo,Amara Diallo,amara.diallo@yearwood.local,amara.diallo,Research,Research Scientist,Employee,OU=Research,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,elena.vasquez,Zürich HQ,CC-RES,2021-05-15,,amara.diallo@ssolabs.ch,+41 44 100 0005,SSO Labs
EMP006,Felix,Kramer,Felix Kramer,felix.kramer@yearwood.local,felix.kramer,Research,Research Analyst,Employee,OU=Research,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,kai.nakamura,Zürich HQ,CC-RES,2022-01-10,,felix.kramer@ssolabs.ch,+41 44 100 0006,SSO Labs
EMP007,Sofie,Andersen,Sofie Andersen,sofie.andersen@yearwood.local,sofie.andersen,Research,Research Analyst,Employee,OU=Research,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,kai.nakamura,Zürich HQ,CC-RES,2022-03-14,,sofie.andersen@ssolabs.ch,+41 44 100 0007,SSO Labs
EMP008,Tariq,Mansouri,Tariq Mansouri,tariq.mansouri@yearwood.local,tariq.mansouri,Research,Data Scientist,Employee,OU=Research,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,ingrid.bergmann,Zürich HQ,CC-RES,2021-08-01,,tariq.mansouri@ssolabs.ch,+41 44 100 0008,SSO Labs
EMP009,Hana,Novak,Hana Novak,hana.novak@yearwood.local,hana.novak,Research,Data Scientist,Employee,OU=Research,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,ingrid.bergmann,Zürich HQ,CC-RES,2022-07-01,,hana.novak@ssolabs.ch,+41 44 100 0009,SSO Labs
EMP010,Mathieu,Leclerc,Mathieu Leclerc,mathieu.leclerc@yearwood.local,mathieu.leclerc,Research,Simulation Engineer,Employee,OU=Research,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,luca.ferretti,Zürich HQ,CC-RES,2021-11-01,,mathieu.leclerc@ssolabs.ch,+41 44 100 0010,SSO Labs
EMP011,Zara,Ahmed,Zara Ahmed,zara.ahmed@yearwood.local,zara.ahmed,Research,Simulation Engineer,Employee,OU=Research,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,luca.ferretti,Zürich HQ,CC-RES,2022-04-01,,zara.ahmed@ssolabs.ch,+41 44 100 0011,SSO Labs
EMP012,Nils,Halvorsen,Nils Halvorsen,nils.halvorsen@yearwood.local,nils.halvorsen,Research,Research Associate,Employee,OU=Research,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,kai.nakamura,Zürich HQ,CC-RES,2023-02-01,,nils.halvorsen@ssolabs.ch,+41 44 100 0012,SSO Labs
EMP013,Chiara,Lombardi,Chiara Lombardi,chiara.lombardi@yearwood.local,chiara.lombardi,Research,Research Associate,Employee,OU=Research,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,ingrid.bergmann,Zürich HQ,CC-RES,2023-05-15,,chiara.lombardi@ssolabs.ch,+41 44 100 0013,SSO Labs
EMP014,Ryo,Fujimoto,Ryo Fujimoto,ryo.fujimoto@yearwood.local,ryo.fujimoto,Research,Research Associate,Employee,OU=Research,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,amara.diallo,Zürich HQ,CC-RES,2023-09-01,,ryo.fujimoto@ssolabs.ch,+41 44 100 0014,SSO Labs
EMP015,Marco,Rossi,Marco Rossi,marco.rossi@yearwood.local,marco.rossi,Engineering,Lead Robotics Engineer,Employee,OU=Engineering,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,elena.vasquez,Zürich HQ,CC-ENG,2019-07-01,,marco.rossi@ssolabs.ch,+41 44 100 0015,SSO Labs
EMP016,Aisha,Okonkwo,Aisha Okonkwo,aisha.okonkwo@yearwood.local,aisha.okonkwo,Engineering,Lead Firmware Engineer,Employee,OU=Engineering,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,elena.vasquez,Zürich HQ,CC-ENG,2019-11-01,,aisha.okonkwo@ssolabs.ch,+41 44 100 0016,SSO Labs
EMP017,Stefan,Huber,Stefan Huber,stefan.huber@yearwood.local,stefan.huber,Engineering,Senior Robotics Engineer,Employee,OU=Engineering,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,marco.rossi,Zürich HQ,CC-ENG,2020-04-01,,stefan.huber@ssolabs.ch,+41 44 100 0017,SSO Labs
EMP018,Linnea,Svensson,Linnea Svensson,linnea.svensson@yearwood.local,linnea.svensson,Engineering,Senior Robotics Engineer,Employee,OU=Engineering,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,marco.rossi,Zürich HQ,CC-ENG,2020-08-15,,linnea.svensson@ssolabs.ch,+41 44 100 0018,SSO Labs
EMP019,Emre,Yilmaz,Emre Yilmaz,emre.yilmaz@yearwood.local,emre.yilmaz,Engineering,Robotics Engineer,Employee,OU=Engineering,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,marco.rossi,Zürich HQ,CC-ENG,2021-03-01,,emre.yilmaz@ssolabs.ch,+41 44 100 0019,SSO Labs
EMP020,Fatima,El-Amin,Fatima El-Amin,fatima.el-amin@yearwood.local,fatima.el-amin,Engineering,Robotics Engineer,Employee,OU=Engineering,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,stefan.huber,Zürich HQ,CC-ENG,2021-06-01,,fatima.el-amin@ssolabs.ch,+41 44 100 0020,SSO Labs
EMP021,Jonas,Weber,Jonas Weber,jonas.weber@yearwood.local,jonas.weber,Engineering,Robotics Engineer,Employee,OU=Engineering,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,linnea.svensson,Zürich HQ,CC-ENG,2022-01-17,,jonas.weber@ssolabs.ch,+41 44 100 0021,SSO Labs
EMP022,Priya,Chandrasekaran,Priya Chandrasekaran,priya.chandrasekaran@yearwood.local,priya.chandrasekar,Engineering,Firmware Engineer,Employee,OU=Engineering,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,aisha.okonkwo,Zürich HQ,CC-ENG,2021-09-01,,priya.chandrasekaran@ssolabs.ch,+41 44 100 0022,SSO Labs
EMP023,Tobias,Richter,Tobias Richter,tobias.richter@yearwood.local,tobias.richter,Engineering,Firmware Engineer,Employee,OU=Engineering,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,aisha.okonkwo,Zürich HQ,CC-ENG,2021-12-01,,tobias.richter@ssolabs.ch,+41 44 100 0023,SSO Labs
EMP024,Yuna,Park,Yuna Park,yuna.park@yearwood.local,yuna.park,Engineering,Firmware Engineer,Employee,OU=Engineering,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,aisha.okonkwo,Zürich HQ,CC-ENG,2022-05-01,,yuna.park@ssolabs.ch,+41 44 100 0024,SSO Labs
EMP025,Nico,Bauer,Nico Bauer,nico.bauer@yearwood.local,nico.bauer,Engineering,Software Engineer,Employee,OU=Engineering,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,marco.rossi,Zürich HQ,CC-ENG,2021-04-01,,nico.bauer@ssolabs.ch,+41 44 100 0025,SSO Labs
EMP026,Alicia,Torres,Alicia Torres,alicia.torres@yearwood.local,alicia.torres,Engineering,Software Engineer,Employee,OU=Engineering,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,marco.rossi,Zürich HQ,CC-ENG,2022-02-01,,alicia.torres@ssolabs.ch,+41 44 100 0026,SSO Labs
EMP027,Dimitri,Papadopoulos,Dimitri Papadopoulos,dimitri.papadopoulos@yearwood.local,dimitri.papadopoul,Engineering,Software Engineer,Employee,OU=Engineering,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,nico.bauer,Zürich HQ,CC-ENG,2022-09-01,,dimitri.papadopoulos@ssolabs.ch,+41 44 100 0027,SSO Labs
EMP028,Leila,Nazari,Leila Nazari,leila.nazari@yearwood.local,leila.nazari,Engineering,Systems Engineer,Employee,OU=Engineering,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,stefan.huber,Zürich HQ,CC-ENG,2021-07-01,,leila.nazari@ssolabs.ch,+41 44 100 0028,SSO Labs
EMP029,Pieter,Van Den Berg,Pieter Van Den Berg,pieter.vandenberg@yearwood.local,pieter.vandenberg,Engineering,Systems Engineer,Employee,OU=Engineering,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,linnea.svensson,Zürich HQ,CC-ENG,2022-06-01,,pieter.vandenberg@ssolabs.ch,+41 44 100 0029,SSO Labs
EMP030,Miriam,Goldstein,Miriam Goldstein,miriam.goldstein@yearwood.local,miriam.goldstein,Engineering,QA Engineer,Employee,OU=Engineering,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,marco.rossi,Zürich HQ,CC-ENG,2022-10-01,,miriam.goldstein@ssolabs.ch,+41 44 100 0030,SSO Labs
EMP031,Lars,Hoffmann,Lars Hoffmann,lars.hoffmann@yearwood.local,lars.hoffmann,Operations,Operations Manager,Employee,OU=Operations,OU=Employees,OU=SSOLabs,OU=_EMEA,DC=yearwood,DC=local,elena.vasquez,Zürich HQ,CC-OPS,2019-05-01,,lars.hoffmann@ssolabs.ch,+41 44 100 0031,SSO Labs
